,,2,หลักชัย
,,3,สามเมือง
,,4,พระยาบันลือ
,,5,สิงหนาท
,,6,คู้สลอด
,,7,คลองพระยาบันลือ
,11,0,วังน้อย
,,1,ลำตาเสา
,,2,บ่อตาโล่
,,3,วังน้อย
,,4,ลำไทร
,,5,สนับทึบ
,,6,พยอม
,,7,หันตะเภา
,,8,วังจุฬา
,,9,ข้าวงาม
,,10,ชะแมบ
,12,0,เสนา
,,1,เสนา
,,2,บ้านแพน
,,3,เจ้าเจ็ด
,,4,สามกอ
,,5,บางนมโค
,,6,หัวเวียง
,,7,มารวิชัย
,,8,บ้านโพธิ์
,,9,รางจรเข้
,,10,บ้านกระทุ่ม
,,11,บ้านแถว
,,12,ชายนา
,,13,สามตุ่ม
,,14,ลาดงา
,,15,ดอนทอง
,,16,บ้านหลวง
,,17,เจ้าเสด็จ
,13,0,บางซ้าย
,,1,บางซ้าย
,,2,แก้วฟ้า
,,3,เต่าเล่า
,,4,ปลายกลัด
,,5,เทพมงคล
,,6,วังพัฒนา
,14,0,อุทัย
,,1,คานหาม
,,2,บ้านช้าง
,,3,สามบัณฑิต
,,4,บ้านหีบ
,,5,หนองไม้ซุง
,,6,อุทัย
,,7,เสนา
,,8,หนองน้ำส้ม
,,9,โพสาวหาญ
,,10,ธนู
,,11,ข้าวเม่า
,15,0,มหาราช
,,1,หัวไผ่
,,2,กะทุ่ม
,,3,มหาราช
,,4,น้ำเต้า
,,5,บางนา
,,6,โรงช้าง
,,7,เจ้าปลุก
,,8,พิตเพียน
,,9,บ้านนา
,,10,บ้านขวาง
,,11,ท่าตอ
,,12,บ้านใหม่
,16,0,บ้านแพรก
,,1,บ้านแพรก
,,2,บ้านใหม่
,,3,สำพะเนียง
,,4,คลองน้อย
,,5,สองห้อง
15,0,0,อ่างทอง
,1,0,เมืองอ่างทอง
,,1,ตลาดหลวง
,,2,บางแก้ว
,,3,ศาลาแดง
,,4,ป่างิ้ว
,,5,บ้านแห
,,6,ตลาดกรวด
,,7,มหาดไทย
,,8,บ้านอิฐ
,,9,หัวไผ่
,,10,จำปาหล่อ
,,11,โพสะ
,,12,บ้านรี
,,13,คลองวัว
,,14,ย่านซื่อ
,2,0,ไชโย
,,1,จรเข้ร้อง
,,2,ไชยภูมิ
,,3,ชัยฤทธิ์
,,4,เทวราช
,,5,ราชสถิตย์
,,6,ไชโย
,,7,หลักฟ้า
,,8,ชะไว
,,9,ตรีณรงค์
,3,0,ป่าโมก
,,1,บางปลากด
,,2,ป่าโมก
,,3,สายทอง
,,4,โรงช้าง
,,5,บางเสด็จ
,,6,นรสิงห์
,,7,เอกราช
,,8,โผงเผง
,4,0,โพธิ์ทอง
,,1,อ่างแก้ว
,,2,อินทประมูล
,,3,บางพลับ
,,4,หนองแม่ไก่
,,5,รำมะสัก
,,6,บางระกำ
,,7,โพธิ์รังนก
,,8,องครักษ์
,,9,โคกพุทรา
,,10,ยางช้าย
,,11,บ่อแร่
,,12,ทางพระ
,,13,สามง่าม
,,14,บางเจ้าฉ่า
,,15,คำหยาด
,5,0,แสวงหา
,,1,แสวงหา
,,2,ศรีพราน
,,3,บ้านพราน
,,4,วังน้ำเย็น
,,5,สีบัวทอง
,,6,ห้วยไผ่
,,7,จำลอง
,6,0,วิเศษชัยชาญ
,,1,ไผ่จำศิล
,,2,ศาลเจ้าโรงทอง
,,3,ไผ่ดำพัฒนา
,,4,สาวร้องไห้
,,5,ท่าช้าง
,,6,ยี่ล้น
,,7,บางจัก
,,8,ห้วยคันแหลน
,,9,คลองขนาก
,,10,ไผ่วง
,,11,สี่ร้อย
,,12,ม่วงเตี้ย
,,13,หัวตะพาน
,,14,หลักแก้ว
,,15,ตลาดใหม่
,7,0,สามโก้
,,1,สามโก้
,,2,ราษฎรพัฒนา
,,3,อบทม
,,4,โพธิ์ม่วงพันธ์
,,5,มงคลธรรมนิมิต
16,0,0,ลพบุรี
,1,0,เมืองลพบุรี
,,1,ทะเลชุบศร
,,2,ท่าหิน
,,3,กกโก
,,4,โก่งธนู
,,5,เขาพระงาม
,,6,เขาสามยอด
,,7,โคกกะเทียม
,,8,โคกลำพาน
,,9,โคกตูม
,,10,งิ้วราย
,,11,ดอนโพธิ์
,,12,ตะลุง
,,14,ท่าแค
,,15,ท่าศาลา
,,16,นิคมสร้างตนเอง
,,17,บางขันหมาก
,,18,บ้านข่อย
,,19,ท้ายตลาด
,,20,ป่าตาล
,,21,พรหมมาสตร์
,,22,โพธิ์เก้าต้น
,,23,โพธิ์ตรุ
,,24,สี่คลอง
,,25,ถนนใหญ่
,2,0,พัฒนานิคม
,,1,พัฒนานิคม
,,2,ช่องสาริกา
,,3,มะนาวหวาน
,,4,ดีลัง
,,5,โคกสลุง
,,6,ชอนน้อย
,,7,หนองบัว
,,8,ห้วยขุนราม
,,9,น้ำสุด
,3,0,โคกสำโรง
,,1,โคกสำโรง
,,2,เกาะแก้ว
,,3,ถลุงเหล็ก
,,4,หลุมข้าว
,,5,ห้วยโป่ง
,,6,คลองเกตุ
,,7,สะแกราบ
,,8,เพนียด
,,9,วังเพลิง
,,10,ดงมะรุม
,,18,วังขอนขว้าง
,,20,วังจั่น
,,22,หนองแขม
,4,0,ชัยบาดาล
,,1,ลำนารายณ์
,,2,ชัยนารายณ์
,,3,ศิลาทิพย์
,,4,ห้วยหิน
,,5,ม่วงค่อม
,,6,บัวชุม
,,7,ท่าดินดำ
,,8,มะกอกหวาน
,,9,ซับตะเคียน
,,10,นาโสม
,,11,หนองยายโต๊ะ
,,12,เกาะรัง
,,14,ท่ามะนาว
,,17,นิคมลำนารายณ์
,,18,ชัยบาดาล
,,19,บ้านใหม่สามัคคี
,,22,เขาแหลม
,5,0,ท่าวุ้ง
,,1,ท่าวุ้ง
,,2,บางคู้
,,3,โพตลาดแก้ว
,,4,บางลี่
,,5,บางงา
,,6,โคกสลุด
,,7,เขาสมอคอน
,,8,หัวสำโรง
,,9,ลาดสาลี่
,,10,บ้านเบิก
,,11,มุจลินท์
,6,0,บ้านหมี่
,,1,ไผ่ใหญ่
,,2,บ้านทราย
,,3,บ้านกล้วย
,,4,ดงพลับ
,,5,บ้านชี
,,6,พุคา
,,7,หินปัก
,,8,บางพึ่ง
,,9,หนองทรายขาว
,,10,บางกะพี้
,,11,หนองเต่า
,,12,โพนทอง
,,13,บางขาม
,,14,ดอนดึง
,,15,ชอนม่วง
,,16,หนองกระเบียน
,,17,สายห้วยแก้ว
,,18,มหาสอน
,,19,บ้านหมี่
,,20,เชียงงา
,,21,หนองเมือง
,,22,สนามแจง
,7,0,ท่าหลวง
,,1,ท่าหลวง
,,2,แก่งผักกูด
,,3,ซับจำปา
,,4,หนองผักแว่น
,,5,ทะเลวังวัด
,,6,หัวลำ
,8,0,สระโบสถ์
,,1,สระโบสถ์
,,2,มหาโพธิ
,,3,ทุ่งท่าช้าง
,,4,ห้วยใหญ่
,,5,นิยมชัย
,9,0,โคกเจริญ
,,1,โคกเจริญ
,,2,ยางราก
,,3,หนองมะค่า
,,4,วังทอง
,,5,โคกแสมสาร
,10,0,ลำสนธิ
,,1,ลำสนธิ
,,2,ซับสมบูรณ์
,,3,หนองรี
,,4,กุดตาเพชร
,,5,เขารวก
,,6,เขาน้อย
,11,0,หนองม่วง
,,1,หนองม่วง
,,2,บ่อทอง
,,3,ดงดินแดง
,,4,ชอนสมบูรณ์
,,5,ยางโทน
,,6,ชอนสารเดช
17,0,0,สิงห์บุรี
,1,0,เมืองสิงห์บุรี
,,1,บางพุทรา
,,2,บางมัญ
,,3,โพกรวม
,,4,ม่วงหมู่
,,5,หัวไผ่
,,6,ต้นโพธิ์
,,7,จักรสีห์
,,8,บางกระบือ
,2,0,บางระจัน
,,1,สิงห์
,,2,ไม้ดัด
,,3,เชิงกลัด
,,4,โพชนไก่
,,5,แม่ลา
,,6,บ้านจ่า
,,7,พักทัน
,,8,สระแจง
,3,0,ค่ายบางระจัน
,,1,โพทะเล
,,2,บางระจัน
,,3,โพสังโฆ
,,4,ท่าข้าม
,,5,คอทราย
,,6,หนองกระทุ่ม
,4,0,พรหมบุรี
,,1,พระงาม
,,2,พรหมบุรี
,,3,บางน้ำเชี่ยว
,,4,บ้านหม้อ
,,5,บ้านแป้ง
,,6,หัวป่า
,,7,โรงช้าง
,5,0,ท่าช้าง
,,1,ถอนสมอ
,,2,โพประจักษ์
,,3,วิหารขาว
,,4,พิกุลทอง
,6,0,อินทร์บุรี
,,1,อินทร์บุรี
,,2,ประศุก
,,3,ทับยา
,,4,งิ้วราย
,,5,ชีน้ำร้าย
,,6,ท่างาม
,,7,น้ำตาล
,,8,ทองเอน
,,9,ห้วยชัน
,,10,โพธิ์ชัย
18,0,0,ชัยนาท
,1,0,เมืองชัยนาท
,,1,ในเมือง
,,2,บ้านกล้วย
,,3,ท่าชัย
,,4,ชัยนาท
,,5,เขาท่าพระ
,,6,หาดท่าเสา
,,7,ธรรมามูล
,,8,เสือโฮก
,,9,นางลือ
,2,0,มโนรมย์
,,1,คุ้งสำเภา
,,2,วัดโคก
,,3,ศิลาดาน
,,4,ท่าฉนวน
,,5,หางน้ำสาคร
,,6,ไร่พัฒนา
,,7,อู่ตะเภา
,3,0,วัดสิงห์
,,1,วัดสิงห์
,,2,มะขามเฒ่า
,,3,หนองน้อย
,,4,หนองบัว
,,6,หนองขุ่น
,,7,บ่อแร่
,,11,วังหมัน
,4,0,สรรพยา
,,1,สรรพยา
,,2,ตลุก
,,3,เขาแก้ว
,,4,โพนางดำตก
,,5,โพนางดำออก
,,6,บางหลวง
,,7,หาดอาษา
,5,0,สรรคบุรี
,,1,แพรกศรีราชา
,,2,เที่ยงแท้
,,3,ห้วยกรด
,,4,โพงาม
,,5,บางขุด
,,6,ดงคอน
,,7,ดอนกำ
,,8,ห้วยกรดพัฒนา
,6,0,หันคา
,,1,หันคา
,,2,บ้านเชี่ยน
,,5,ไพรนกยูง
,,6,หนองแซง
,,7,ห้วยงู
,,8,วังไก่เถื่อน
,,9,เด่นใหญ่
,,11,สามง่ามท่าโบสถ์
,7,0,หนองมะโมง
,,1,หนองมะโมง
,,2,วังตะเคียน
,,3,สะพานหิน
,,4,กุดจอก
,8,0,เนินขาม
,,1,เนินขาม
,,2,กะบกเตี้ย
,,3,สุขเดือนห้า
19,0,0,สระบุรี
,1,0,เมืองสระบุรี
,,1,ปากเพรียว
,,5,ดาวเรือง
,,6,นาโฉง
,,7,โคกสว่าง
,,8,หนองโน
,,9,หนองยาว
,,10,ปากข้าวสาร
,,11,หนองปลาไหล
,,12,กุดนกเปล้า
,,13,ตลิ่งชัน
,,14,ตะกุด
,2,0,แก่งคอย
,,1,แก่งคอย
,,2,ทับกวาง
,,3,ตาลเดี่ยว
,,4,ห้วยแห้ง
,,5,ท่าคล้อ
,,6,หินซ้อน
,,7,บ้านธาตุ
,,8,บ้านป่า
,,9,ท่าตูม
,,10,ชะอม
,,11,สองคอน
,,12,เตาปูน
,,13,ชำผักแพว
,,15,ท่ามะปราง
,3,0,หนองแค
,,1,หนองแค
,,2,กุ่มหัก
,,3,คชสิทธิ์
,,4,โคกตูม
,,5,โคกแย้
,,6,บัวลอย
,,7,ไผ่ต่ำ
,,8,โพนทอง
,,9,ห้วยขมิ้น
,,10,ห้วยทราย
,,11,หนองไข่น้ำ
,,12,หนองแขม
,,13,หนองจิก
,,14,หนองจรเข้
,,15,หนองนาก
,,16,หนองปลาหมอ
,,17,หนองปลิง
,,18,หนองโรง
,4,0,วิหารแดง
,,1,หนองหมู
,,2,บ้านลำ
,,3,คลองเรือ
,,4,วิหารแดง
,,5,หนองสรวง
,,6,เจริญธรรม
,5,0,หนองแซง
,,1,หนองแซง
,,2,หนองควายโซ
,,3,หนองหัวโพ
,,4,หนองสีดา
,,5,หนองกบ
,,6,ไก่เส่า
,,7,โคกสะอาด
,,8,ม่วงหวาน
,,9,เขาดิน
,6,0,บ้านหมอ
,,1,บ้านหมอ
,,2,บางโขมด
,,3,สร่างโศก
,,4,ตลาดน้อย
,,5,หรเทพ
,,6,โคกใหญ่
,,7,ไผ่ขวาง
,,8,บ้านครัว
,,9,หนองบัว
,7,0,ดอนพุด
,,1,ดอนพุด
,,2,ไผ่หลิ่ว
,,3,บ้านหลวง
,,4,ดงตะงาว
,8,0,หนองโดน
,,1,หนองโดน
,,2,บ้านกลับ
,,3,ดอนทอง
,,4,บ้านโปร่ง
,9,0,พระพุทธบาท
,,1,พระพุทธบาท
,,2,ขุนโขลน
,,3,ธารเกษม
,,4,นายาว
,,5,พุคำจาน
,,6,เขาวง
,,7,ห้วยป่าหวาย
,,8,พุกร่าง
,,9,หนองแก
,10,0,เสาไห้
,,1,เสาไห้
,,2,บ้านยาง
,,3,หัวปลวก
,,4,งิ้วงาม
,,5,ศาลารีไทย
,,6,ต้นตาล
,,7,ท่าช้าง
,,8,พระยาทด
,,9,ม่วงงาม
,,10,เริงราง
,,11,เมืองเก่า
,,12,สวนดอกไม้
,11,0,มวกเหล็ก
,,1,มวกเหล็ก
,,2,มิตรภาพ
,,4,หนองย่างเสือ
,,5,ลำสมพุง
